SIP,DIP,Prot,SPort,DPort,SBytes,SBytes_av,DBytes,DBytes_av,SBytes_std,DBytes_std,SBytes_max,DBytes_max,Start,Curr,Inter_av,Inter_std,Inter_max,NIdle,tIdle,tIdle_av,tIdle_std,NSPack,NDPack,SYN1,SYN2,FIN_init,FIN1,FIN2,T_Ind,T_Counter,T_Packets_max,T_Bytes_max,T_Dur_max,B_Counter,B_Packets,B_Packets_max,B_Bytes,B_Bytes_max,B_Dur,B_Dur_max,B_Ind,B_IndP,1B_Packets,1B_Bytes,1B_Dur,1B_Ind,Perc_B
131.243.140.103,56.23.184.252,TCP,2162,80,479,95.8,1462,292.4,36710.56,340823.04000000004,479,1460,21.526914,0.024815000000000254,0.0024815000000000254,7.643722450001066e-06,0.00710899999999981,0,0,0,0,5,5,True,True,2,True,True,True,1,10,3401,0.024815000000000254,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.103,59.11.105.198,TCP,2166,80,411,68.5,300,60.0,23461.25,14400.0,411,300,21.575855,0.024968999999998687,0.0022699090909089714,6.463666809915343e-06,0.00910999999999973,0,0,0,0,6,5,True,True,2,True,True,True,1,11,711,0.024968999999998687,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.140.103,208.235.59.212,TCP,2163,80,426,85.2,97,32.333333333333336,29036.159999999996,2090.8888888888887,426,97,21.569356,0.24647500000000022,0.030809375000000028,0.0015358634474843288,0.0821879999999986,0,0,0,0,5,3,True,True,2,True,True,True,1,8,620,0.24647500000000022,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.200.204,131.243.140.156,TCP,3529,445,3177,226.92857142857142,1628,148.0,198385.63775510204,22185.454545454544,1460,427,11.843761,10.111722999999998,0.4044689199999999,3.7607283482735143,9.903223,1,9.903223,9.903223,98.073825787729,14,11,True,True,1,True,True,True,1,25,7857,10.111722999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.19.219,131.243.141.125,TCP,2358,80,26581,359.2027027027027,128123,1208.7075471698113,313823.32377647917,278231.5276788892,1460,1460,12.412416,9.660758999999999,0.05367088333333333,0.1588096562576478,4.423807999999999,1,4.423807999999999,4.423807999999999,19.570077220863993,74,106,False,False,2,True,True,True,6,22,17113,2.71411,10,139,36,136555,52560,6.5882400000000025,4.424314000000001,1.6,1.6402877697841727,11,16060,0.001250999999999891,2,0.7722222222222223
128.3.19.219,131.243.141.125,TCP,2366,80,3781,540.1428571428571,623,124.6,423177.26530612254,62100.64000000001,1460,623,22.073162,0.010632000000001085,0.0008860000000000904,9.156956666655517e-07,0.003256999999997845,0,0,0,0,7,5,True,True,2,True,True,True,1,12,5888,0.010632000000001085,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.160,150.110.114.135,TCP,3079,80,462,77.0,1579,263.1666666666667,29645.0,288370.1388888889,462,1460,22.059314,0.02771900000000116,0.0023099166666667634,5.456740243055466e-06,0.005488000000003268,0,0,0,0,6,6,True,True,2,True,True,True,2,5,462,0.011348999999999165,1,4,4,1579,1579,0.004135999999999029,0.004135999999999029,2.0,2.0,4,1579,0.004135999999999029,2,0.3333333333333333
128.3.194.143,131.243.140.156,TCP,1519,445,3133,223.78571428571428,1628,148.0,192737.02551020408,22185.454545454544,1460,427,12.02665,10.937594999999998,0.43750379999999994,4.48020836941672,10.806422999999999,1,10.806422999999999,10.806422999999999,116.77877805492898,14,11,True,True,1,True,True,True,1,25,7813,10.937594999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.161.22,131.243.141.104,TCP,1014,515,0,0.0,0,0.0,0.0,0.0,0,0,24.403119,0.022486000000000672,0.0032122857142858102,3.888384991835241e-05,0.018355999999997152,0,0,0,0,4,3,True,True,1,True,True,True,1,7,0,0.022486000000000672,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.255.24,131.243.141.187,TCP,1035,524,22986,22.986,1249010,926.5652818991098,359.213804,335648.44603500946,97,1460,8.202977,16.573545,0.007058579642248722,0.03722089012937484,8.124168000000001,2,12.544359,6.2721795,85.54019416870501,1000,1348,False,False,2,True,True,True,6,450,177115,12.937363999999999,128,1130,12,944180,17520,0.14903700000000164,0.033362000000000336,1.5,1.647787610619469,12,16884,0.001376000000000488,2,0.48126064735945484
128.3.255.24,131.243.142.214,TCP,1036,524,73,12.166666666666666,48,12.0,149.80555555555554,48.0,27,16,20.956729,3.8216610000000024,0.38216610000000023,1.1232843835376893,3.5558289999999992,0,0,0,0,6,4,False,False,2,True,True,True,1,9,165,3.8215369999999993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128.3.255.24,131.243.140.86,TCP,1109,524,46,11.5,32,8.0,132.25,64.0,23,16,24.733418,0.04684800000000067,0.005856000000000083,0.00015972022725002953,0.03907100000000341,0,0,0,0,4,4,False,False,2,True,True,True,1,7,94,0.046720999999998014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.25,131.243.160.132,TCP,1386,1521,2442,84.20689655172414,3985,142.32142857142858,13397.198573127229,97704.86096938775,435,1380,24.95132,0.5536540000000016,0.009713228070175467,0.0009173828100707714,0.18553199999999848,0,0,0,0,29,28,True,True,1,True,True,True,1,57,11206,0.5536540000000016,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206.61.154.127,131.243.140.243,TCP,56843,80,3313,132.52,35263,1007.5142857142857,33455.44959999999,237112.36408163258,447,1380,3.341944,23.765029,0.39608381666666664,3.2882127028508514,13.869309000000001,1,13.869309000000001,13.869309000000001,192.35773213748104,25,35,True,True,2,True,True,True,3,19,21324,21.1564,2,9,5,9571,5375,0.0013849999999986373,0.0010109999999983188,2.0,2.0,4,5375,0.0003740000000003185,2,0.15
131.243.142.216,208.163.114.161,TCP,49598,80,453,75.5,518,103.6,28501.25,42931.840000000004,453,518,27.424051,0.048454000000003106,0.004404909090909373,3.355946517355659e-05,0.014223000000001207,0,0,0,0,6,5,True,True,2,True,True,True,1,11,971,0.048454000000003106,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.39,218.241.161.5,TCP,4680,80,545,49.54545454545455,18868,1179.25,24547.520661157025,321638.4375,545,1460,27.80294,0.6361060000000016,0.023559481481481542,0.006048707973138563,0.39787899999999965,0,0,0,0,11,16,True,True,2,True,True,False,1,18,16605,0.5716390000000011,2,9,5,7188,7188,0.05709799999999632,0.05334299999999814,1.5,1.5555555555555556,5,7188,0.0037549999999981765,2,0.3333333333333333
131.243.142.39,218.241.161.5,TCP,4681,80,347,69.4,1142,380.6666666666667,19265.44,289814.2222222222,347,1142,28.445922,0.12766300000000186,0.015957875000000232,0.0009049775703593797,0.0953160000000004,0,0,0,0,5,3,True,True,2,True,True,True,1,8,2631,0.12766300000000186,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.39,218.241.161.17,TCP,4683,80,872,145.33333333333334,2920,486.6666666666667,105608.88888888889,473688.8888888889,872,1460,29.221949,0.10806499999999986,0.009005416666666655,0.00020640340357638135,0.04172499999999957,0,0,0,0,6,6,True,True,2,True,True,True,2,5,872,0.05271800000000226,1,4,4,2920,2920,0.0027480000000004168,0.0027480000000004168,2.0,2.0,4,2920,0.0027480000000004168,2,0.3333333333333333
131.243.142.39,148.165.70.149,TCP,4682,80,768,128.0,1630,271.6666666666667,81920.0,286280.5555555555,768,1460,29.202212,0.15116300000000038,0.012596916666666699,0.0005485808002430317,0.06908299999999912,0,0,0,0,6,6,True,True,2,True,True,True,2,5,768,0.07307799999999887,1,4,4,1630,1630,0.004006000000000398,0.004006000000000398,2.0,2.0,4,1630,0.004006000000000398,2,0.3333333333333333
131.243.141.111,208.73.46.224,TCP,1335,80,285,47.5,4814,687.7142857142857,11281.25,467499.91836734704,285,1460,29.153123,0.33492000000000033,0.025763076923076948,0.0009427951736094663,0.07147600000000054,0,0,0,0,6,7,True,True,2,True,True,True,1,13,6559,0.33492000000000033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.39,192.130.211.114,TCP,4685,80,1183,197.16666666666666,510,102.0,194373.47222222222,41616.0,1183,510,29.254185,0.3189220000000006,0.028992909090909146,0.0014572288402644445,0.08977799999999903,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1693,0.3189220000000006,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.39,208.166.54.108,TCP,4686,80,803,57.357142857142854,15034,939.625,42767.94387755102,396120.109375,803,1460,29.433573,0.31005500000000197,0.010335166666666732,0.0003225386539388971,0.049522000000003175,0,0,0,0,14,16,True,True,2,True,True,True,2,15,9935,0.20274500000000018,2,10,6,7300,7300,0.0031239999999996826,0.0016239999999996257,1.5,1.6,6,7300,0.0016239999999996257,2,0.3333333333333333
131.243.142.39,208.87.31.234,TCP,4684,443,1064,118.22222222222223,1958,244.75,47985.061728395056,215458.9375,709,1425,29.236441,0.5429169999999992,0.031936294117647014,0.0014859640509135273,0.09736700000000198,0,0,0,0,9,8,True,True,2,True,True,False,1,13,4356,0.4543530000000011,1,4,4,37,37,0.006240999999999275,0.006240999999999275,1.0,1.0,4,37,0.006240999999999275,1,0.23529411764705882
128.3.48.190,131.243.143.111,TCP,1426,80,1019,101.9,10919,909.9166666666666,42266.49,448310.40972222225,570,1460,29.801716,0.08434000000000097,0.0038336363636364075,0.0001829417767768561,0.06557899999999961,0,0,0,0,10,12,True,True,2,True,True,True,1,22,16941,0.08434000000000097,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.111,208.73.46.234,TCP,1337,80,550,91.66666666666667,1106,221.2,42013.88888888888,195717.76,550,1106,29.733638,0.30655000000000143,0.027868181818181948,0.001318375609057852,0.08807099999999934,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1656,0.30655000000000143,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.111,208.73.46.234,TCP,1338,80,680,113.33333333333333,1152,230.4,64222.222222222226,212336.63999999998,680,1152,29.982236,0.2316040000000008,0.021054909090909166,0.000957660328809884,0.07157799999999881,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1832,0.2316040000000008,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.39,218.105.16.20,TCP,4687,80,4329,618.4285714285714,184,23.0,510186.2448979592,3703.0,1460,184,29.799741,0.4372569999999989,0.029150466666666593,0.0015916746291821673,0.09119499999999903,0,0,0,0,7,8,True,True,2,True,True,True,2,8,5738,0.3485239999999976,1,5,5,184,184,0.002253000000003169,0.002253000000003169,2.0,2.0,5,184,0.002253000000003169,2,0.3333333333333333
131.243.142.39,218.105.16.20,TCP,4689,80,4435,554.375,497,45.18181818181818,492396.484375,13753.96694214876,1460,407,30.176496,0.37191500000000133,0.019574473684210596,0.0010908421626703736,0.08394600000000096,0,0,0,0,8,11,True,True,2,True,True,True,2,9,5895,0.2653259999999982,1,8,8,497,497,0.006126000000001852,0.006126000000001852,2.0,2.0,8,497,0.006126000000001852,2,0.42105263157894735
131.243.142.39,218.105.16.20,TCP,4690,80,4347,434.7,5743,522.0909090909091,440988.81000000006,477654.6280991735,1460,1460,30.489802,0.3807709999999993,0.01813195238095235,0.0010336048859501147,0.08507200000000026,0,0,0,0,10,11,True,True,2,True,True,False,2,8,5774,0.27108499999999935,2,9,5,1460,1460,0.021350000000001756,0.013117000000001156,1.5,1.5555555555555556,5,1460,0.008233000000000601,2,0.42857142857142855
131.243.142.39,148.165.70.149,TCP,4691,80,1201,200.16666666666666,682,136.4,200333.47222222222,74419.84,1201,682,30.827768,0.05830800000000025,0.0053007272727272955,3.957443183471368e-05,0.02025599999999983,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1883,0.05830800000000025,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.6,208.189.202.205,TCP,1629,80,2105,300.7142857142857,705,117.5,256717.3469387755,69031.25,1380,705,31.625117,0.02572100000000077,0.0019785384615385207,6.442693940829791e-06,0.00898600000000016,0,0,0,0,7,6,True,True,2,True,True,True,2,6,2105,0.0134830000000008,1,4,4,705,705,0.0018689999999992324,0.0018689999999992324,2.0,2.0,4,705,0.0018689999999992324,2,0.3076923076923077
131.243.143.11,218.104.21.33,TCP,1658,80,295,42.142857142857146,5611,701.375,10656.122448979591,461308.234375,295,1380,33.850008,1.4271189999999976,0.0951412666666665,0.12309260954872872,1.4078769999999992,0,0,0,0,7,8,True,True,2,True,True,True,1,15,7286,1.4271189999999976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.131,128.3.164.248,TCP,1413,25,1137,103.36363636363636,521,40.07692307692308,89156.23140495867,2788.994082840236,1047,195,35.931623,0.4299689999999998,0.017915374999999994,0.001453146342984375,0.15265899999999988,0,0,0,0,11,13,True,True,2,True,True,True,1,24,3065,0.4299689999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.128,128.3.164.248,TCP,4519,25,6168,324.63157894736844,796,41.89473684210526,298250.0221606648,2039.3573407202218,1380,194,36.976864,0.27581100000000447,0.007258184210526433,0.00030012573572921463,0.0986819999999966,0,0,0,0,19,19,True,True,2,True,True,True,2,24,3150,0.10817600000000027,2,9,5,6334,5877,0.1296689999999998,0.1292800000000014,1.5,1.4444444444444444,5,5877,0.0003889999999984184,1,0.23684210526315788
131.243.141.75,56.23.187.51,TCP,1550,80,1183,236.6,900,225.0,223918.24,151875.0,1183,900,37.396235,0.024839000000000055,0.002759888888888895,9.712533209871485e-06,0.009233999999999298,0,0,0,0,5,4,True,True,2,True,True,True,1,9,2983,0.024839000000000055,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.197,56.81.30.187,TCP,1346,80,1126,225.2,104,34.666666666666664,202860.16000000003,2403.5555555555557,1126,104,37.19323,0.2508279999999985,0.03135349999999981,0.0014429021537499555,0.08068899999999957,0,0,0,0,5,3,True,True,2,True,True,True,1,8,1334,0.2508279999999985,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.75,56.23.187.51,TCP,1551,80,1149,191.5,1281,320.25,183361.25,307680.1875,1149,1281,37.438199,0.02384800000000098,0.002384800000000098,6.154825359996457e-06,0.007350999999999885,0,0,0,0,6,4,True,True,2,True,True,True,1,10,2430,0.02384800000000098,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.160.132,131.243.142.149,TCP,1023,22,1951699,1324.0834464043419,567,0.7620967741935484,57365.44826057833,131.7216278616025,1368,276,34.939207,2.8948639999999983,0.0013051686203787189,5.174434269113429e-05,0.18339000000000283,0,0,0,0,1474,744,True,True,1,True,True,True,25,25,9576,0.6746039999999951,174,2102,20,1950748,24624,0.8870450000000005,0.09006999999999721,1.4367816091954022,1.3101807802093244,7,8212,0.0005170000000020991,1,0.9477006311992786
131.243.141.160,150.110.114.135,TCP,3080,80,284,47.333333333333336,4751,678.7142857142857,11202.22222222222,472552.77551020414,284,1460,38.180499,0.03496499999999969,0.0026896153846153606,5.478190852067825e-06,0.006365999999999872,0,0,0,0,6,7,True,True,2,True,True,True,1,13,6495,0.03496499999999969,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.197,208.203.50.138,TCP,1347,80,1086,155.14285714285714,11015,1001.3636363636364,144415.8367346939,411200.4132231404,1086,1460,37.367867,0.9386700000000019,0.052148333333333435,0.011014699387999996,0.43948300000000273,0,0,0,0,7,11,True,True,2,True,True,True,3,5,1590,0.25420700000000096,2,8,4,10220,5840,0.44023600000000584,0.4397330000000039,2.0,2.0,4,4380,0.4397330000000039,2,0.4444444444444444
131.243.142.197,208.122.98.209,TCP,1348,80,1008,168.0,417,104.25,141120.0,32604.1875,1008,417,38.289931,0.03497099999999875,0.0034970999999998755,1.2190668890002635e-05,0.010382999999997367,0,0,0,0,6,4,True,True,2,True,True,True,1,10,1425,0.03497099999999875,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.11,218.104.21.33,TCP,1659,80,295,49.166666666666664,4769,681.2857142857143,12086.805555555555,408541.3469387755,295,1380,37.599601,1.070095000000002,0.08231500000000015,0.07765126668492332,1.0476060000000018,0,0,0,0,6,7,True,True,2,True,True,True,1,13,6444,1.070095000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,204.119.201.30,TCP,2196,80,543,108.6,249,49.8,47175.840000000004,9920.160000000002,543,249,37.947139,0.7771389999999982,0.07771389999999982,0.03130563619689031,0.6030080000000027,0,0,0,0,5,5,True,True,2,True,True,True,1,10,792,0.7771389999999982,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2197,80,508,63.5,11992,999.3333333333334,28225.75,430511.5555555555,508,1460,39.055716,0.4530850000000015,0.022654250000000077,0.0012634556272875703,0.08394300000000499,0,0,0,0,8,12,True,True,2,True,True,True,2,13,10728,0.3682640000000035,1,4,4,4692,4692,0.0002539999999982001,0.0002539999999982001,2.0,2.0,4,4692,0.0002539999999982001,2,0.2
131.243.142.113,58.109.68.161,TCP,2198,80,399,66.5,706,141.2,22111.25,79749.76000000001,399,706,39.271473,0.2526939999999982,0.022972181818181656,0.001353919507057895,0.0838110000000043,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1105,0.2526939999999982,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2199,80,331,66.2,4160,693.3333333333334,17529.760000000002,486088.8888888888,331,1460,39.305313,0.25320800000000077,0.02301890909090916,0.0013483810989918304,0.08380300000000318,0,0,0,0,5,6,True,True,2,True,True,True,2,5,331,0.16726100000000343,1,4,4,4160,4160,0.001751999999996201,0.001751999999996201,2.0,2.0,4,4160,0.001751999999996201,2,0.36363636363636365
131.243.142.113,58.109.68.161,TCP,2201,80,416,69.33333333333333,963,192.6,24035.55555555556,148379.03999999998,416,963,39.476335,0.25283300000000253,0.02298481818181841,0.0013516237857851506,0.08392200000000116,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1379,0.25283300000000253,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2202,80,416,69.33333333333333,839,167.8,24035.55555555556,112627.36000000002,416,839,39.64698,0.2538330000000002,0.02307572727272729,0.0013627293616528579,0.08431199999999706,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1255,0.2538330000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2203,80,416,69.33333333333333,748,149.6,24035.55555555556,89520.64,416,748,39.818376,0.25333200000000033,0.02303018181818185,0.0013590652914214098,0.08406099999999839,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1164,0.25333200000000033,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2200,80,416,24.470588235294116,42849,1298.4545454545455,9580.955017301038,195090.97520661145,416,1460,39.448101,0.7643979999999999,0.015287959999999998,0.0010090001845183935,0.08382299999999532,0,0,0,0,17,33,True,True,2,True,True,True,4,17,16476,0.42436099999999755,4,23,8,27740,11680,0.0039879999999996585,0.0014910000000014634,1.75,1.826086956521739,4,5840,0.0003740000000007626,2,0.46
131.243.142.113,58.109.68.161,TCP,2204,80,416,69.33333333333333,932,186.4,24035.55555555556,138979.84,416,932,39.989272,0.2540830000000014,0.023098454545454672,0.0013502958006115285,0.0836789999999965,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1348,0.2540830000000014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2205,80,416,69.33333333333333,742,148.4,24035.55555555556,88090.24,416,742,40.130311,0.2527079999999984,0.022973454545454398,0.0013520952944298197,0.08392600000000527,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1158,0.2527079999999984,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2206,80,416,69.33333333333333,957,191.4,24035.55555555556,146535.84,416,957,40.161292,0.2534639999999939,0.023042181818181264,0.0013568847036032716,0.08406599999999997,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1373,0.2534639999999939,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2207,80,416,69.33333333333333,749,149.8,24035.55555555556,89760.15999999999,416,749,40.300837,0.25295399999999546,0.02299581818181777,0.0013549896372396838,0.08418600000000254,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1165,0.25295399999999546,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2208,80,416,69.33333333333333,999,199.8,24035.55555555556,159680.16,416,999,40.332442,0.2535779999999974,0.023052545454545218,0.0013505183662478703,0.08368600000000015,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1415,0.2535779999999974,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.141.210,128.3.161.197,TCP,1263,445,3213,214.2,1950,162.5,178798.8266666667,22649.416666666664,1380,427,30.498318,10.092088,0.3737810370370371,3.497709268855072,9.909218,1,9.909218,9.909218,98.19260137152398,15,12,True,True,1,True,True,True,1,27,8533,10.092088,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,218.241.165.202,TCP,49599,80,529,105.8,425,85.0,44774.56,28900.0,529,425,40.459985,0.15489499999999623,0.015489499999999623,0.0008929668474499634,0.10243799999999936,0,0,0,0,5,5,True,True,2,True,True,True,1,10,954,0.15489499999999623,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2209,80,416,69.33333333333333,749,149.8,24035.55555555556,89760.15999999999,416,749,40.471728,0.2527079999999984,0.022973454545454398,0.0013522350287932883,0.0836879999999951,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1165,0.2527079999999984,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2210,80,416,69.33333333333333,884,176.8,24035.55555555556,125032.96,416,884,40.503708,0.25284099999999654,0.02298554545454514,0.0013500840620661258,0.08331199999999939,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1300,0.25284099999999654,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.143.11,218.104.21.33,TCP,1660,80,456,76.0,5474,782.0,28880.0,458869.7142857143,456,1380,40.793913,0.09142599999999845,0.007032769230769112,0.0003772691806390432,0.07420799999999872,0,0,0,0,6,7,True,True,2,True,True,True,1,13,7310,0.09142599999999845,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2211,80,416,69.33333333333333,757,151.4,24035.55555555556,91687.84,416,757,40.642124,0.2530959999999993,0.023008727272727212,0.001358183841652818,0.08393699999999882,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1173,0.2530959999999993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2212,80,416,69.33333333333333,803,160.6,24035.55555555556,103169.44,416,803,40.67398,0.25320899999999824,0.02301899999999984,0.0013502704287272676,0.0835610000000031,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1219,0.25320899999999824,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2213,80,416,83.2,748,149.6,27688.959999999995,89520.64,416,748,40.812911,0.2529430000000019,0.025294300000000193,0.0014323018586100342,0.08393600000000134,0,0,0,0,5,5,True,True,2,True,True,True,1,10,1164,0.2529430000000019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.113,58.109.68.161,TCP,2214,80,416,69.33333333333333,952,190.4,24035.55555555556,145008.63999999998,416,952,40.844751,0.2540819999999968,0.023098363636363348,0.0013596228815041223,0.08429600000000192,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1368,0.2540819999999968,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131.243.142.216,218.241.165.202,TCP,49600,80,477,79.5,3631,605.1666666666666,31601.25,422712.138888889,477,1448,40.98629,0.12203800000000342,0.010169833333333619,0.00020458726047222755,0.03570699999999505,0,0,0,0,6,6,True,True,2,True,True,True,2,5,477,0.07294399999999968,1,4,4,3631,3631,0.01386500000000268,0.01386500000000268,2.0,2.0,4,3631,0.01386500000000268,2,0.3333333333333333
131.243.142.113,58.109.68.161,TCP,2215,80,416,69.33333333333333,751,150.2,24035.55555555556,90240.16,416,751,40.983541,0.2532099999999957,0.02301909090909052,0.0013558478026280529,0.0839289999999977,0,0,0,0,6,5,True,True,2,True,True,True,1,11,1167,0.2532099999999957,0,0,0,0,0,0,0,0,0,0,0,0,1,0
