SPort,DPort,Time,Size,Flag,Dir
44394,443,1610033384.0793526,884,PA,Forward
44394,443,1610033384.0793526,40,A,Backward
44396,443,1610033384.0793526,1480,PA,Backward
44396,443,1610033384.08033,40,A,Forward
44396,443,1610033384.08033,1480,PA,Backward
44396,443,1610033384.08033,40,A,Forward
44396,443,1610033384.081305,561,PA,Backward
44396,443,1610033384.081305,40,A,Forward
44396,443,1610033384.081305,166,PA,Forward
44396,443,1610033384.0822816,40,A,Backward
44394,443,1610033384.0822816,91,PA,Backward
44394,443,1610033384.0822816,40,A,Forward
44396,443,1610033384.0832586,91,PA,Backward
44396,443,1610033384.0832586,40,A,Forward
44394,443,1610033384.0832586,310,PA,Backward
44394,443,1610033384.0842316,40,A,Forward
35536,443,1610033384.0900915,60,S,Forward
35538,443,1610033384.0900915,60,S,Forward
35536,443,1610033384.0900915,44,SA,Backward
35536,443,1610033384.091069,40,A,Forward
35536,443,1610033384.091069,557,PA,Forward
35536,443,1610033384.091069,40,A,Backward
35538,443,1610033384.0930204,44,SA,Backward
35538,443,1610033384.0939972,40,A,Forward
35538,443,1610033384.0939972,557,PA,Forward
35538,443,1610033384.0949726,40,A,Backward
35536,443,1610033384.0949726,1480,PA,Backward
35536,443,1610033384.0949726,40,A,Forward
35536,443,1610033384.0959485,1999,PA,Backward
35536,443,1610033384.0959485,40,A,Forward
35536,443,1610033384.0959485,166,PA,Forward
35536,443,1610033384.0969248,40,A,Backward
58652,443,1610033384.0998533,60,S,Forward
58654,443,1610033384.0998533,60,S,Forward
58652,443,1610033384.1018064,44,SA,Backward
58652,443,1610033384.1018064,40,R,Forward
35538,443,1610033384.1018064,2880,A,Backward
35538,443,1610033384.1027844,40,A,Forward
35538,443,1610033384.1027844,599,PA,Backward
35538,443,1610033384.1027844,40,A,Forward
35536,443,1610033384.1027844,91,PA,Backward
35536,443,1610033384.1037595,40,A,Forward
35538,443,1610033384.1037595,166,PA,Forward
35538,443,1610033384.1037595,40,A,Backward
58658,443,1610033384.1047347,60,S,Forward
58654,443,1610033384.1047347,44,SA,Backward
58654,443,1610033384.1057117,40,R,Forward
44396,443,1610033384.1057117,71,PA,Forward
44396,443,1610033384.1057117,40,FA,Forward
44396,443,1610033384.1066887,40,A,Backward
44396,443,1610033384.1066887,40,A,Backward
58660,443,1610033384.1066887,60,S,Forward
58664,443,1610033384.1076643,60,S,Forward
58666,443,1610033384.1076643,60,S,Forward
35536,443,1610033384.1096175,1239,PA,Forward
35536,443,1610033384.1096175,40,A,Backward
58658,443,1610033384.1105928,44,SA,Backward
58658,443,1610033384.111568,40,R,Forward
58668,443,1610033384.111568,60,S,Forward
35538,443,1610033384.111568,91,PA,Backward
35538,443,1610033384.1125472,40,A,Forward
58660,443,1610033384.1125472,44,SA,Backward
58660,443,1610033384.1125472,40,R,Forward
58670,443,1610033384.1135218,60,S,Forward
44396,443,1610033384.1135218,71,PA,Backward
44396,443,1610033384.1144989,40,R,Forward
44396,443,1610033384.1144989,40,FA,Backward
44396,443,1610033384.1144989,40,R,Forward
44396,443,1610033384.115476,40,RA,Backward
58664,443,1610033384.115476,44,SA,Backward
58664,443,1610033384.115476,40,R,Forward
58672,443,1610033384.1164505,60,S,Forward
58674,443,1610033384.1164505,60,S,Forward
58666,443,1610033384.1164505,44,SA,Backward
58666,443,1610033384.1164505,40,R,Forward
35536,443,1610033384.1174293,1480,PA,Backward
35536,443,1610033384.1184063,40,A,Forward
35536,443,1610033384.1184063,783,PA,Backward
35536,443,1610033384.1184063,40,A,Forward
58668,443,1610033384.120357,44,SA,Backward
58668,443,1610033384.120357,40,R,Forward
58670,443,1610033384.120357,44,SA,Backward
58670,443,1610033384.121332,40,R,Forward
58672,443,1610033384.121332,44,SA,Backward
58672,443,1610033384.121332,40,R,Forward
58674,443,1610033384.123286,44,SA,Backward
58674,443,1610033384.123286,40,R,Forward
47522,443,1610033384.1252377,40,A,Forward
47522,443,1610033384.1262138,40,A,Backward
58496,443,1610033384.1301196,60,S,Forward
58500,443,1610033384.1310954,60,S,Forward
58496,443,1610033384.1330473,44,SA,Backward
58496,443,1610033384.1330473,40,A,Forward
58496,443,1610033384.1340234,557,PA,Forward
58496,443,1610033384.1340234,40,A,Backward
58500,443,1610033384.1350002,44,SA,Backward
58500,443,1610033384.13598,40,A,Forward
58500,443,1610033384.13598,557,PA,Forward
58500,443,1610033384.13598,40,A,Backward
58496,443,1610033384.1369529,2880,A,Backward
58496,443,1610033384.13793,40,A,Forward
58496,443,1610033384.13793,100,PA,Backward
58496,443,1610033384.13793,40,A,Forward
58496,443,1610033384.1398907,964,PA,Backward
58496,443,1610033384.1398907,40,A,Forward
58496,443,1610033384.1408591,104,PA,Forward
58496,443,1610033384.1408591,405,PA,Forward
58496,443,1610033384.1408591,40,A,Backward
58496,443,1610033384.1418471,40,A,Backward
58500,443,1610033384.1457407,2880,A,Backward
58500,443,1610033384.1457407,40,A,Forward
58500,443,1610033384.1457407,1024,PA,Backward
58500,443,1610033384.1467159,40,A,Forward
58500,443,1610033384.1467159,104,PA,Forward
58500,443,1610033384.147693,40,A,Backward
48584,443,1610033384.147693,60,S,Forward
48584,443,1610033384.147693,44,SA,Backward
48584,443,1610033384.1486697,40,A,Forward
48584,443,1610033384.1486697,557,PA,Forward
48584,443,1610033384.1486697,40,A,Backward
58496,443,1610033384.1496468,7140,A,Backward
58496,443,1610033384.1496468,40,A,Forward
58496,443,1610033384.1496468,8560,A,Backward
58496,443,1610033384.1506207,40,A,Forward
58496,443,1610033384.1506207,3270,PA,Backward
58496,443,1610033384.1506207,40,A,Forward
48584,443,1610033384.151597,2880,A,Backward
48584,443,1610033384.151597,40,A,Forward
58496,443,1610033384.151597,11400,A,Backward
58496,443,1610033384.1525743,40,A,Forward
48584,443,1610033384.1525743,3064,PA,Backward
48584,443,1610033384.1525743,40,A,Forward
58496,443,1610033384.153551,7140,A,Backward
58496,443,1610033384.153551,40,A,Forward
58496,443,1610033384.153551,14240,A,Backward
58496,443,1610033384.1545262,40,A,Forward
58496,443,1610033384.1545262,15660,A,Backward
58496,443,1610033384.1545262,40,A,Forward
58496,443,1610033384.1555033,17080,A,Backward
48584,443,1610033384.1555033,104,PA,Forward
58496,443,1610033384.1555033,40,A,Forward
48584,443,1610033384.1564786,40,A,Backward
58496,443,1610033384.1564786,5770,PA,Backward
58496,443,1610033384.1564786,40,A,Forward
48584,443,1610033384.1574554,210,PA,Forward
48584,443,1610033384.1574554,289,PA,Forward
48584,443,1610033384.1574554,40,A,Backward
48584,443,1610033384.1584322,40,A,Backward
58496,443,1610033384.1584322,1490,PA,Backward
58496,443,1610033384.1594071,40,A,Forward
58496,443,1610033384.1594071,1490,PA,Backward
58496,443,1610033384.1594071,40,A,Forward
58496,443,1610033384.160392,1490,PA,Backward
58496,443,1610033384.160392,40,A,Forward
58496,443,1610033384.160392,1490,PA,Backward
58496,443,1610033384.1613617,40,A,Forward
58496,443,1610033384.1613617,1490,PA,Backward
58496,443,1610033384.1613617,40,A,Forward
58496,443,1610033384.1623387,1490,PA,Backward
58496,443,1610033384.1623387,40,A,Forward
48584,443,1610033384.1623387,102,PA,Backward
48584,443,1610033384.163312,40,A,Forward
58496,443,1610033384.163312,1490,PA,Backward
58496,443,1610033384.163312,40,A,Forward
58496,443,1610033384.164289,1490,PA,Backward
58496,443,1610033384.164289,40,A,Forward
48584,443,1610033384.164289,71,PA,Backward
48584,443,1610033384.165266,40,A,Forward
58496,443,1610033384.165266,2940,PA,Backward
58496,443,1610033384.165266,2940,PA,Backward
48584,443,1610033384.1662433,1490,PA,Backward
48584,443,1610033384.1662433,40,A,Forward
58496,443,1610033384.1662433,40,A,Forward
58496,443,1610033384.1662433,40,A,Forward
48584,443,1610033384.167218,2940,PA,Backward
48584,443,1610033384.167218,40,A,Forward
48584,443,1610033384.167218,71,PA,Forward
58496,443,1610033384.168195,1490,PA,Backward
58496,443,1610033384.168195,40,A,Forward
58496,443,1610033384.168195,1490,PA,Backward
58496,443,1610033384.1691701,40,A,Forward
48584,443,1610033384.1691701,1490,PA,Backward
48584,443,1610033384.1691701,40,A,Forward
48584,443,1610033384.170149,40,A,Backward
48584,443,1610033384.170149,2940,PA,Backward
48584,443,1610033384.170149,40,A,Forward
58496,443,1610033384.1711247,11640,PA,Backward
58496,443,1610033384.1720996,40,A,Forward
58496,443,1610033384.1720996,14540,PA,Backward
58496,443,1610033384.1720996,40,A,Forward
48584,443,1610033384.1730764,5840,PA,Backward
48584,443,1610033384.1730764,40,A,Forward
58496,443,1610033384.1730764,8740,PA,Backward
58496,443,1610033384.1740515,40,A,Forward
48584,443,1610033384.1740515,2940,PA,Backward
48584,443,1610033384.1740515,40,A,Forward
48584,443,1610033384.1750286,5840,PA,Backward
48584,443,1610033384.1750286,40,A,Forward
58496,443,1610033384.1750286,5840,PA,Backward
58496,443,1610033384.1760042,40,A,Forward
48584,443,1610033384.1760042,5840,PA,Backward
48584,443,1610033384.1760042,40,A,Forward
48584,443,1610033384.1769826,4390,PA,Backward
48584,443,1610033384.1769826,40,A,Forward
48584,443,1610033384.1769826,4390,PA,Backward
48584,443,1610033384.1779566,40,A,Forward
48584,443,1610033384.1779566,2940,PA,Backward
48584,443,1610033384.178933,40,A,Forward
48584,443,1610033384.178933,1490,PA,Backward
48584,443,1610033384.178933,40,A,Forward
48584,443,1610033384.178933,1490,PA,Backward
48584,443,1610033384.1799104,40,A,Forward
48584,443,1610033384.1799104,1490,PA,Backward
48584,443,1610033384.180887,40,A,Forward
48584,443,1610033384.180887,1490,PA,Backward
48584,443,1610033384.180887,40,A,Forward
48584,443,1610033384.180887,1490,PA,Backward
48584,443,1610033384.1818626,40,A,Forward
48584,443,1610033384.1818626,1490,PA,Backward
48584,443,1610033384.1818626,40,A,Forward
48584,443,1610033384.1828394,1490,PA,Backward
48584,443,1610033384.1828394,40,A,Forward
48584,443,1610033384.1828394,1490,PA,Backward
48584,443,1610033384.1838143,40,A,Forward
58496,443,1610033384.1838143,1490,PA,Backward
58496,443,1610033384.1847908,40,A,Forward
58496,443,1610033384.1847908,1490,PA,Backward
58496,443,1610033384.1847908,40,A,Forward
48584,443,1610033384.1857796,1490,PA,Backward
48584,443,1610033384.1857796,40,A,Forward
48584,443,1610033384.1857796,1490,PA,Backward
48584,443,1610033384.1857796,40,A,Forward
58496,443,1610033384.1867435,1490,PA,Backward
58496,443,1610033384.1867435,40,A,Forward
58496,443,1610033384.1867435,1490,PA,Backward
58496,443,1610033384.1877208,40,A,Forward
58496,443,1610033384.1877208,1490,PA,Backward
58496,443,1610033384.1877208,40,A,Forward
48584,443,1610033384.1886964,2940,PA,Backward
58496,443,1610033384.1886964,1490,PA,Backward
58496,443,1610033384.1886964,40,A,Forward
48584,443,1610033384.1896727,40,A,Forward
58496,443,1610033384.1896727,1490,PA,Backward
58496,443,1610033384.1896727,40,A,Forward
58496,443,1610033384.1906486,1490,PA,Backward
58496,443,1610033384.1906486,40,A,Forward
48584,443,1610033384.1906486,1490,PA,Backward
48584,443,1610033384.1916273,40,A,Forward
48584,443,1610033384.1916273,2940,PA,Backward
58496,443,1610033384.1916273,2940,PA,Backward
58496,443,1610033384.1926022,40,A,Forward
48584,443,1610033384.1926022,40,A,Forward
48584,443,1610033384.1926022,1490,PA,Backward
48584,443,1610033384.1935792,40,A,Forward
58496,443,1610033384.1935792,1490,PA,Backward
58496,443,1610033384.1935792,40,A,Forward
58496,443,1610033384.1945546,1490,PA,Backward
58496,443,1610033384.1945546,40,A,Forward
58496,443,1610033384.1945546,1490,PA,Backward
58496,443,1610033384.1955318,40,A,Forward
58496,443,1610033384.1955318,4390,PA,Backward
58496,443,1610033384.196512,40,A,Forward
48584,443,1610033384.196512,1490,PA,Backward
48584,443,1610033384.196512,40,A,Forward
48584,443,1610033384.196512,1490,PA,Backward
48584,443,1610033384.1974835,40,A,Forward
58496,443,1610033384.1974835,1490,PA,Backward
58496,443,1610033384.1974835,40,A,Forward
58496,443,1610033384.1984591,1490,PA,Backward
58496,443,1610033384.1984591,40,A,Forward
58496,443,1610033384.1984591,1490,PA,Backward
58496,443,1610033384.199437,40,A,Forward
48584,443,1610033384.199437,1490,PA,Backward
48584,443,1610033384.2004125,40,A,Forward
58496,443,1610033384.2004125,1490,PA,Backward
58496,443,1610033384.2004125,40,A,Forward
48584,443,1610033384.2013867,1490,PA,Backward
48584,443,1610033384.2013867,40,A,Forward
58496,443,1610033384.2013867,1490,PA,Backward
58496,443,1610033384.2023628,40,A,Forward
58496,443,1610033384.2023628,1490,PA,Backward
58496,443,1610033384.2023628,40,A,Forward
48584,443,1610033384.2033417,1490,PA,Backward
48584,443,1610033384.2033417,40,A,Forward
48584,443,1610033384.2033417,1490,PA,Backward
48584,443,1610033384.2043183,40,A,Forward
58496,443,1610033384.2043183,1490,PA,Backward
58496,443,1610033384.2043183,40,A,Forward
58496,443,1610033384.2052941,1490,PA,Backward
58496,443,1610033384.2052941,40,A,Forward
48584,443,1610033384.2052941,2940,PA,Backward
48584,443,1610033384.2062695,40,A,Forward
58496,443,1610033384.2062695,1490,PA,Backward
58496,443,1610033384.2062695,40,A,Forward
58496,443,1610033384.207246,1490,PA,Backward
58496,443,1610033384.207246,40,A,Forward
58496,443,1610033384.207246,1490,PA,Backward
58496,443,1610033384.2082233,40,A,Forward
48584,443,1610033384.2082233,7290,PA,Backward
48584,443,1610033384.2082233,40,A,Forward
58496,443,1610033384.2092004,4390,PA,Backward
58496,443,1610033384.2092004,40,A,Forward
48584,443,1610033384.2092004,2940,PA,Backward
48584,443,1610033384.210178,40,A,Forward
58496,443,1610033384.210178,5840,PA,Backward
58496,443,1610033384.210178,40,A,Forward
48584,443,1610033384.2111506,11640,PA,Backward
48584,443,1610033384.2121274,40,A,Forward
58496,443,1610033384.2121274,15990,PA,Backward
58496,443,1610033384.2121274,40,A,Forward
48584,443,1610033384.213104,4390,PA,Backward
48584,443,1610033384.213104,40,A,Forward
48584,443,1610033384.213104,1490,PA,Backward
48584,443,1610033384.21408,40,A,Forward
48584,443,1610033384.21408,2940,PA,Backward
48584,443,1610033384.21408,40,A,Forward
58496,443,1610033384.2150564,1490,PA,Backward
58496,443,1610033384.2150564,40,A,Forward
58496,443,1610033384.2150564,1490,PA,Backward
58496,443,1610033384.2160332,40,A,Forward
48584,443,1610033384.2160332,1490,PA,Backward
48584,443,1610033384.217009,40,A,Forward
48584,443,1610033384.217009,1490,PA,Backward
48584,443,1610033384.217009,40,A,Forward
48584,443,1610033384.2179854,2940,PA,Backward
48584,443,1610033384.2179854,40,A,Forward
58496,443,1610033384.2179854,5840,PA,Backward
58496,443,1610033384.218962,40,A,Forward
48584,443,1610033384.218962,5840,PA,Backward
48584,443,1610033384.219938,40,A,Forward
48584,443,1610033384.219938,5840,PA,Backward
48584,443,1610033384.219938,40,A,Forward
58496,443,1610033384.2209146,8740,PA,Backward
58496,443,1610033384.2209146,40,A,Forward
48584,443,1610033384.2209146,1490,PA,Backward
48584,443,1610033384.2218902,40,A,Forward
58496,443,1610033384.2218902,2940,PA,Backward
58496,443,1610033384.2228668,40,A,Forward
48584,443,1610033384.2228668,1490,PA,Backward
48584,443,1610033384.2228668,40,A,Forward
58496,443,1610033384.223843,2940,PA,Backward
58496,443,1610033384.223843,40,A,Forward
58496,443,1610033384.223843,1490,PA,Backward
58496,443,1610033384.2248192,40,A,Forward
58496,443,1610033384.2248192,2940,PA,Backward
58496,443,1610033384.2248192,40,A,Forward
58496,443,1610033384.2257953,1490,PA,Backward
58496,443,1610033384.2257953,40,A,Forward
48584,443,1610033384.2257953,1490,PA,Backward
48584,443,1610033384.2267716,40,A,Forward
48584,443,1610033384.2267716,1490,PA,Backward
48584,443,1610033384.2277482,40,A,Forward
48584,443,1610033384.2277482,2940,PA,Backward
48584,443,1610033384.2277482,40,A,Forward
48584,443,1610033384.2287273,2940,PA,Backward
48584,443,1610033384.2287273,40,A,Forward
58496,443,1610033384.2287273,4390,PA,Backward
58496,443,1610033384.2297008,40,A,Forward
48584,443,1610033384.2297008,1490,PA,Backward
48584,443,1610033384.2306778,40,A,Forward
58496,443,1610033384.2306778,1490,PA,Backward
58496,443,1610033384.2306778,40,A,Forward
48584,443,1610033384.2316535,4390,PA,Backward
48584,443,1610033384.2316535,40,A,Forward
48584,443,1610033384.2316535,2940,PA,Backward
48584,443,1610033384.2326298,40,A,Forward
58496,443,1610033384.2326298,1490,PA,Backward
58496,443,1610033384.2326298,40,A,Forward
58496,443,1610033384.2336059,1490,PA,Backward
58496,443,1610033384.2336059,40,A,Forward
58496,443,1610033384.2345822,1490,PA,Backward
58496,443,1610033384.2345822,40,A,Forward
58496,443,1610033384.2345822,1490,PA,Backward
58496,443,1610033384.2355587,40,A,Forward
48584,443,1610033384.2355587,1490,PA,Backward
48584,443,1610033384.2365348,40,A,Forward
48584,443,1610033384.2365348,1490,PA,Backward
48584,443,1610033384.2365348,40,A,Forward
48584,443,1610033384.237511,1490,PA,Backward
48584,443,1610033384.237511,40,A,Forward
58496,443,1610033384.237511,1490,PA,Backward
58496,443,1610033384.2384875,40,A,Forward
58496,443,1610033384.2384875,1490,PA,Backward
58496,443,1610033384.2384875,40,A,Forward
48584,443,1610033384.239464,1490,PA,Backward
48584,443,1610033384.239464,40,A,Forward
48584,443,1610033384.239464,1490,PA,Backward
48584,443,1610033384.2404401,40,A,Forward
48584,443,1610033384.2404401,1490,PA,Backward
48584,443,1610033384.2414165,40,A,Forward
58496,443,1610033384.2414165,2940,PA,Backward
58496,443,1610033384.2414165,40,A,Forward
48584,443,1610033384.2423925,1490,PA,Backward
48584,443,1610033384.2423925,40,A,Forward
58496,443,1610033384.2423925,1490,PA,Backward
58496,443,1610033384.2433689,40,A,Forward
48584,443,1610033384.2433689,1500,PA,Backward
48584,443,1610033384.2443452,40,A,Forward
58496,443,1610033384.2443452,1490,PA,Backward
58496,443,1610033384.2443452,40,A,Forward
58496,443,1610033384.2453218,1490,PA,Backward
58496,443,1610033384.2453218,40,A,Forward
58496,443,1610033384.2453218,4390,PA,Backward
58496,443,1610033384.2462978,40,A,Forward
58496,443,1610033384.2462978,5840,PA,Backward
58496,443,1610033384.2462978,40,A,Forward
58496,443,1610033384.2472742,1490,PA,Backward
58496,443,1610033384.2472742,40,A,Forward
58496,443,1610033384.2472742,1490,PA,Backward
58496,443,1610033384.2482505,40,A,Forward
58496,443,1610033384.2482505,1490,PA,Backward
58496,443,1610033384.2482505,40,A,Forward
58496,443,1610033384.2492266,1490,PA,Backward
58496,443,1610033384.2492266,40,A,Forward
58496,443,1610033384.2502038,1490,PA,Backward
58496,443,1610033384.2502038,40,A,Forward
58496,443,1610033384.2502038,1490,PA,Backward
58496,443,1610033384.251179,40,A,Forward
58496,443,1610033384.251179,1490,PA,Backward
58496,443,1610033384.2521553,40,A,Forward
58496,443,1610033384.2521553,12820,A,Backward
58496,443,1610033384.2521553,40,A,Forward
58496,443,1610033384.253132,1760,PA,Backward
58496,443,1610033384.253132,40,A,Forward
58496,443,1610033384.253132,21790,PA,Backward
58496,443,1610033384.2541084,40,A,Forward
58496,443,1610033384.2541084,17440,PA,Backward
58496,443,1610033384.2541084,40,A,Forward
58496,443,1610033384.2550843,14240,A,Backward
58496,443,1610033384.2550843,40,A,Forward
58496,443,1610033384.2550843,34120,A,Backward
58496,443,1610033384.2560608,40,A,Forward
58496,443,1610033384.2560608,12660,PA,Backward
58496,443,1610033384.2570372,40,A,Forward
58496,443,1610033384.2570372,10190,PA,Backward
58496,443,1610033384.2570372,40,A,Forward
58496,443,1610033384.2580132,1490,PA,Backward
58496,443,1610033384.2580132,40,A,Forward
58496,443,1610033384.2580132,1490,PA,Backward
58496,443,1610033384.2589896,40,A,Forward
58496,443,1610033384.2589896,14540,PA,Backward
58496,443,1610033384.259966,40,A,Forward
58496,443,1610033384.259966,11640,PA,Backward
58496,443,1610033384.259966,40,A,Forward
58496,443,1610033384.2609432,1490,PA,Backward
58496,443,1610033384.2609432,40,A,Forward
58496,443,1610033384.2619188,7290,PA,Backward
58496,443,1610033384.2619188,40,A,Forward
58496,443,1610033384.2619188,9980,A,Backward
58496,443,1610033384.2628949,40,A,Forward
58496,443,1610033384.2628949,7500,PA,Backward
58496,443,1610033384.2638712,40,A,Forward
58496,443,1610033384.2638712,7290,PA,Backward
58496,443,1610033384.2638712,40,A,Forward
58496,443,1610033384.2648475,2940,PA,Backward
58496,443,1610033384.2648475,40,A,Forward
58496,443,1610033384.2658238,1490,PA,Backward
58496,443,1610033384.2658238,40,A,Forward
58496,443,1610033384.2658238,1490,PA,Backward
58496,443,1610033384.2668,40,A,Forward
58496,443,1610033384.2668,1490,PA,Backward
58496,443,1610033384.2668,40,A,Forward
58496,443,1610033384.267776,1490,PA,Backward
58496,443,1610033384.267776,40,A,Forward
58496,443,1610033384.267776,1490,PA,Backward
58496,443,1610033384.2687523,40,A,Forward
58496,443,1610033384.2687523,1490,PA,Backward
58496,443,1610033384.2687523,40,A,Forward
58496,443,1610033384.2697284,1490,PA,Backward
58496,443,1610033384.2697284,40,A,Forward
58496,443,1610033384.2697284,1490,PA,Backward
58496,443,1610033384.270706,40,A,Forward
58496,443,1610033384.270706,1490,PA,Backward
58496,443,1610033384.2716815,40,A,Forward
58496,443,1610033384.2716815,1490,PA,Backward
58496,443,1610033384.2716815,40,A,Forward
58496,443,1610033384.2726576,1490,PA,Backward
58496,443,1610033384.2726576,40,A,Forward
58496,443,1610033384.2726576,1490,PA,Backward
58496,443,1610033384.2736337,40,A,Forward
58496,443,1610033384.2736337,11640,PA,Backward
58496,443,1610033384.2736337,40,A,Forward
58496,443,1610033384.2746103,4300,A,Backward
58496,443,1610033384.2746103,40,A,Forward
58496,443,1610033384.2755868,30580,PA,Backward
58496,443,1610033384.2755868,40,A,Forward
58496,443,1610033384.2755868,1490,PA,Backward
58496,443,1610033384.2765627,40,A,Forward
58496,443,1610033384.2765627,1490,PA,Backward
58496,443,1610033384.2775393,40,A,Forward
58496,443,1610033384.2775393,1490,PA,Backward
58496,443,1610033384.2775393,40,A,Forward
58496,443,1610033384.2785153,1490,PA,Backward
58496,443,1610033384.2785153,40,A,Forward
58496,443,1610033384.2785153,1490,PA,Backward
58496,443,1610033384.279527,40,A,Forward
48584,443,1610033384.279527,165,PA,Forward
48584,443,1610033384.2804682,40,A,Backward
48584,443,1610033384.2804682,149,PA,Forward
48584,443,1610033384.2804682,40,A,Backward
58496,443,1610033384.2814448,14540,PA,Backward
58496,443,1610033384.2814448,40,A,Forward
58496,443,1610033384.2814448,14540,PA,Backward
58496,443,1610033384.2824206,40,A,Forward
58496,443,1610033384.2824206,7290,PA,Backward
58496,443,1610033384.283397,40,A,Forward
58496,443,1610033384.283397,2940,PA,Backward
58496,443,1610033384.283397,40,A,Forward
58496,443,1610033384.284373,1490,PA,Backward
58496,443,1610033384.284373,40,A,Forward
58496,443,1610033384.284373,2940,PA,Backward
58496,443,1610033384.2853494,40,A,Forward
58496,443,1610033384.2863255,1490,PA,Backward
58496,443,1610033384.2863255,40,A,Forward
58496,443,1610033384.2873018,1490,PA,Backward
58496,443,1610033384.2882783,40,A,Forward
58496,443,1610033384.2882783,1490,PA,Backward
58496,443,1610033384.2882783,40,A,Forward
58496,443,1610033384.2892544,1490,PA,Backward
58496,443,1610033384.2892544,40,A,Forward
58496,443,1610033384.2912073,10190,PA,Backward
58496,443,1610033384.2921836,40,A,Forward
48584,443,1610033384.2921836,1490,PA,Backward
48584,443,1610033384.2921836,40,A,Forward
48584,443,1610033384.2931597,8852,PA,Backward
48584,443,1610033384.2931597,40,A,Forward
58496,443,1610033384.2931597,1490,PA,Backward
58496,443,1610033384.294136,40,A,Forward
48584,443,1610033384.294136,1490,PA,Backward
48584,443,1610033384.2951114,40,A,Forward
58496,443,1610033384.2951114,1490,PA,Backward
58496,443,1610033384.2951114,40,A,Forward
48584,443,1610033384.2960892,1547,PA,Backward
48584,443,1610033384.2960892,40,A,Forward
58496,443,1610033384.2970653,20340,PA,Backward
58496,443,1610033384.2970653,40,A,Forward
58496,443,1610033384.2990177,2940,PA,Backward
58496,443,1610033384.2999942,40,A,Forward
58496,443,1610033384.3029225,2940,PA,Backward
58496,443,1610033384.3029225,40,A,Forward
40340,443,1610033384.3029225,60,S,Forward
40342,443,1610033384.3038988,60,S,Forward
58496,443,1610033384.3038988,4390,PA,Backward
58496,443,1610033384.3048754,40,A,Forward
58496,443,1610033384.3048754,10190,PA,Backward
58496,443,1610033384.305852,40,A,Forward
58496,443,1610033384.305852,8740,PA,Backward
58496,443,1610033384.305852,40,A,Forward
48584,443,1610033384.3078043,149,PA,Forward
48584,443,1610033384.3087802,40,A,Backward
48584,443,1610033384.3087802,145,PA,Forward
48584,443,1610033384.3097568,40,A,Backward
48584,443,1610033384.3097568,137,PA,Forward
48584,443,1610033384.3097568,40,A,Backward
58496,443,1610033384.310734,2940,PA,Backward
58496,443,1610033384.310734,40,A,Forward
40342,443,1610033384.3117096,44,SA,Backward
40342,443,1610033384.3117096,40,A,Forward
40340,443,1610033384.3117096,44,SA,Backward
40340,443,1610033384.3126857,40,A,Forward
58496,443,1610033384.3126857,1490,PA,Backward
58496,443,1610033384.3126857,40,A,Forward
58496,443,1610033384.3156145,2940,PA,Backward
58496,443,1610033384.3165915,40,A,Forward
58496,443,1610033384.3165915,15990,PA,Backward
58496,443,1610033384.3175673,40,A,Forward
58496,443,1610033384.3175673,1490,PA,Backward
58496,443,1610033384.3185441,40,A,Forward
40342,443,1610033384.3185441,557,PA,Forward
40342,443,1610033384.3185441,40,A,Backward
58496,443,1610033384.3195198,1490,PA,Backward
58496,443,1610033384.3195198,40,A,Forward
45602,443,1610033384.3195198,60,S,Forward
58496,443,1610033384.3204963,1490,PA,Backward
58496,443,1610033384.3204963,40,A,Forward
58496,443,1610033384.3214722,1490,PA,Backward
58496,443,1610033384.3214722,40,A,Forward
58496,443,1610033384.322449,4390,PA,Backward
58496,443,1610033384.322449,40,A,Forward
40340,443,1610033384.322449,557,PA,Forward
40340,443,1610033384.323425,40,A,Backward
48584,443,1610033384.323425,142,PA,Forward
48584,443,1610033384.323425,144,PA,Forward
48584,443,1610033384.3244011,40,A,Backward
48584,443,1610033384.3244011,40,A,Backward
58496,443,1610033384.3244011,1490,PA,Backward
58496,443,1610033384.3253772,40,A,Forward
48584,443,1610033384.3253772,137,PA,Forward
48584,443,1610033384.3263543,161,PA,Forward
48584,443,1610033384.3263543,40,A,Backward
48584,443,1610033384.3263543,40,A,Backward
58496,443,1610033384.3273299,1490,PA,Backward
58496,443,1610033384.3273299,40,A,Forward
48584,443,1610033384.3273299,142,PA,Forward
48584,443,1610033384.3283062,40,A,Backward
58496,443,1610033384.3292816,1490,PA,Backward
58496,443,1610033384.3292816,40,A,Forward
48584,443,1610033384.330258,151,PA,Forward
58496,443,1610033384.330258,2940,PA,Backward
58496,443,1610033384.3312342,40,A,Forward
48584,443,1610033384.3322108,40,A,Backward
58496,443,1610033384.3322108,1490,PA,Backward
58496,443,1610033384.3331866,40,A,Forward
58496,443,1610033384.334163,1490,PA,Backward
58496,443,1610033384.334163,40,A,Forward
58496,443,1610033384.3351393,1490,PA,Backward
58496,443,1610033384.3351393,40,A,Forward
58496,443,1610033384.3351393,1490,PA,Backward
58496,443,1610033384.3361146,40,A,Forward
58496,443,1610033384.3361146,1490,PA,Backward
58496,443,1610033384.3361146,40,A,Forward
58496,443,1610033384.3370922,1490,PA,Backward
58496,443,1610033384.3370922,40,A,Forward
58496,443,1610033384.3370922,1490,PA,Backward
58496,443,1610033384.3380685,40,A,Forward
58496,443,1610033384.3380685,1490,PA,Backward
58496,443,1610033384.3380685,40,A,Forward
58496,443,1610033384.339044,1490,PA,Backward
